# Forces               
# CofR                 : (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)
# Time                 forces(pressure viscous porous)	moments(pressure viscous porous)
0.0001500              	((0.000000000000000e+00 -8.843267993374221e+01 0.000000000000000e+00) (-4.162667004831428e+00 4.056169343914217e-03 -3.920554072565429e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((0.000000000000000e+00 0.000000000000000e+00 3.802639371806922e-02) (-2.937616930359027e-20 1.576239231430055e-19 3.112134310473475e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0001500              	((0.000000000000000e+00 -8.843267993374185e+01 0.000000000000000e+00) (-4.162667004831726e+00 4.056169343911045e-03 -5.590618840617399e-18) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((0.000000000000000e+00 0.000000000000000e+00 3.802639371806839e-02) (-4.188973357695657e-21 1.433165655171578e-19 3.112134310473697e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0001500              	((0.000000000000000e+00 -8.843267993374185e+01 0.000000000000000e+00) (-4.162667004831726e+00 4.056169343911045e-03 -5.590618840617399e-18) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((0.000000000000000e+00 0.000000000000000e+00 3.802639371806839e-02) (-4.188973357695657e-21 1.433165655171578e-19 3.112134310473697e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0002000              	((0.000000000000000e+00 -8.843267993373495e+01 0.000000000000000e+00) (-4.162667004831724e+00 4.056169343914993e-03 -2.279227121701522e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((0.000000000000000e+00 0.000000000000000e+00 3.802639371806981e-02) (-1.707793351887793e-20 1.657088947819338e-19 3.112134310473694e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0002000              	((0.000000000000000e+00 -8.843267993373489e+01 0.000000000000000e+00) (-4.162667004831722e+00 4.056169343911783e-03 -6.465020624475999e-18) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((0.000000000000000e+00 0.000000000000000e+00 3.802639371806901e-02) (-4.844150518029574e-21 1.692695145056373e-19 3.112134310473697e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0002000              	((0.000000000000000e+00 -8.843267993373888e+01 0.000000000000000e+00) (-4.162667004831716e+00 4.056169343912123e-03 1.353205858174709e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((0.000000000000000e+00 0.000000000000000e+00 3.802639371806878e-02) (1.013938429532704e-20 1.822345782436744e-19 3.112134310473688e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0002000              	((0.000000000000000e+00 -8.843267993373888e+01 0.000000000000000e+00) (-4.162667004831716e+00 4.056169343912123e-03 1.353205858174709e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((0.000000000000000e+00 0.000000000000000e+00 3.802639371806878e-02) (1.013938429532704e-20 1.822345782436744e-19 3.112134310473688e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0002500              	((0.000000000000000e+00 -8.843267993372939e+01 0.000000000000000e+00) (-4.162667004831703e+00 4.056169343913126e-03 8.123617001220190e-18) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((0.000000000000000e+00 0.000000000000000e+00 3.802639371806957e-02) (6.086913838410954e-21 1.926855771392159e-19 3.112134310473681e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0002500              	((0.000000000000000e+00 -8.843267993372939e+01 0.000000000000000e+00) (-4.162667004831703e+00 4.056169343913126e-03 8.123617001220190e-18) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((0.000000000000000e+00 0.000000000000000e+00 3.802639371806957e-02) (6.086913838410954e-21 1.926855771392159e-19 3.112134310473681e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0003000              	((0.000000000000000e+00 -8.843267993372838e+01 0.000000000000000e+00) (-4.162667004831716e+00 4.056169343913036e-03 -8.539151292358522e-18) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((0.000000000000000e+00 0.000000000000000e+00 3.802639371807157e-02) (-6.398267934336938e-21 1.636989196335857e-19 3.112134310473689e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0003000              	((0.000000000000000e+00 -8.843267993372838e+01 0.000000000000000e+00) (-4.162667004831716e+00 4.056169343913036e-03 -8.539151292358522e-18) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((0.000000000000000e+00 0.000000000000000e+00 3.802639371807157e-02) (-6.398267934336938e-21 1.636989196335857e-19 3.112134310473689e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0003500              	((0.000000000000000e+00 -8.843267993372810e+01 0.000000000000000e+00) (-4.162667004831725e+00 4.056169343910043e-03 1.635468211642382e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((0.000000000000000e+00 0.000000000000000e+00 3.802639371807000e-02) (1.225433706221249e-20 1.930497350122523e-19 3.112134310473696e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0003500              	((0.000000000000000e+00 -8.843267993372810e+01 0.000000000000000e+00) (-4.162667004831725e+00 4.056169343910043e-03 1.635468211642382e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((0.000000000000000e+00 0.000000000000000e+00 3.802639371807000e-02) (1.225433706221249e-20 1.930497350122523e-19 3.112134310473696e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0004000              	((0.000000000000000e+00 -8.843267993373972e+01 0.000000000000000e+00) (-4.162667004831732e+00 4.056169343897038e-03 -2.863403089098944e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((0.000000000000000e+00 0.000000000000000e+00 3.802639371806914e-02) (-2.145508322877243e-20 1.423292614115613e-19 3.112134310473708e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0004000              	((0.000000000000000e+00 -8.843267993374137e+01 0.000000000000000e+00) (-4.162667004831730e+00 4.056169343910795e-03 2.435771784848761e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((0.000000000000000e+00 0.000000000000000e+00 3.802639371806867e-02) (1.825090102374337e-20 1.988331526837059e-19 3.112134310473703e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0004000              	((0.000000000000000e+00 -8.843267993374506e+01 0.000000000000000e+00) (-4.162667004831734e+00 4.056169343907975e-03 1.703963993728763e-18) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((0.000000000000000e+00 0.000000000000000e+00 3.802639371806894e-02) (1.276756648180694e-21 1.841108555123411e-19 3.112134310473706e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0004000              	((0.000000000000000e+00 -8.843267993374506e+01 0.000000000000000e+00) (-4.162667004831734e+00 4.056169343907975e-03 1.703963993728763e-18) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((0.000000000000000e+00 0.000000000000000e+00 3.802639371806894e-02) (1.276756648180694e-21 1.841108555123411e-19 3.112134310473706e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0004500              	((0.000000000000000e+00 -8.843267993373317e+01 0.000000000000000e+00) (-4.162667004831714e+00 4.056169343910255e-03 -2.510889268340937e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((0.000000000000000e+00 0.000000000000000e+00 3.802639371806862e-02) (-1.881374593593749e-20 1.335707267360863e-19 3.112134310473689e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0004500              	((0.000000000000000e+00 -8.843267993373317e+01 0.000000000000000e+00) (-4.162667004831714e+00 4.056169343910255e-03 -2.510889268340937e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((0.000000000000000e+00 0.000000000000000e+00 3.802639371806862e-02) (-1.881374593593749e-20 1.335707267360863e-19 3.112134310473689e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0005000              	((0.000000000000000e+00 -8.843267993373611e+01 0.000000000000000e+00) (-4.162667004831723e+00 4.056169343915662e-03 -1.638640922706604e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((0.000000000000000e+00 0.000000000000000e+00 3.802639371807009e-02) (-1.227810974730973e-20 1.422095610441925e-19 3.112134310473696e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0005000              	((0.000000000000000e+00 -8.843267993374450e+01 0.000000000000000e+00) (-4.162667004831728e+00 4.056169343910523e-03 -1.791124034020444e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((0.000000000000000e+00 0.000000000000000e+00 3.802639371806846e-02) (-1.342064460615493e-20 1.546918161466831e-19 3.112134310473700e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0005000              	((0.000000000000000e+00 -8.843267993374445e+01 0.000000000000000e+00) (-4.162667004831723e+00 4.056169343911510e-03 -4.700226455035521e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((0.000000000000000e+00 0.000000000000000e+00 3.802639371806821e-02) (-3.521814660701461e-20 1.339983045382343e-19 3.112134310473697e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0005000              	((0.000000000000000e+00 -8.843267993374445e+01 0.000000000000000e+00) (-4.162667004831723e+00 4.056169343911510e-03 -4.700226455035521e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((0.000000000000000e+00 0.000000000000000e+00 3.802639371806821e-02) (-3.521814660701461e-20 1.339983045382343e-19 3.112134310473697e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0005500              	((0.000000000000000e+00 -8.843016242960461e+01 0.000000000000000e+00) (-4.162546941321367e+00 4.059961241549261e-03 -1.885598564488329e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((0.000000000000000e+00 0.000000000000000e+00 3.802549415991287e-02) (-1.412852919352039e-20 1.525369098493235e-19 3.112033268039463e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0005500              	((0.000000000000000e+00 -8.843016242960461e+01 0.000000000000000e+00) (-4.162546941321367e+00 4.059961241549261e-03 -1.885598564488329e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((0.000000000000000e+00 0.000000000000000e+00 3.802549415991287e-02) (-1.412852919352039e-20 1.525369098493235e-19 3.112033268039463e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0006000              	((0.000000000000000e+00 -8.842741497498797e+01 0.000000000000000e+00) (-4.162418806397008e+00 4.059460852420553e-03 9.254741218172514e-19) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((0.000000000000000e+00 0.000000000000000e+00 3.802426289603945e-02) (6.934449566412491e-22 1.686751792898429e-19 3.111938403706000e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0006000              	((0.000000000000000e+00 -8.842796917576536e+01 0.000000000000000e+00) (-4.162444817064671e+00 4.059601795180349e-03 -1.291771464747416e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((0.000000000000000e+00 0.000000000000000e+00 3.802451526206803e-02) (-9.679064884095710e-21 1.572652284105086e-19 3.111957554746668e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0006000              	((0.000000000000000e+00 -8.843295732434990e+01 0.000000000000000e+00) (-4.162677100948970e+00 4.060867498772796e-03 -2.193628283906228e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((0.000000000000000e+00 0.000000000000000e+00 3.802678678373501e-02) (-1.643655326886152e-20 1.648720336583267e-19 3.112128557335074e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0006000              	((0.000000000000000e+00 -8.843295732434990e+01 0.000000000000000e+00) (-4.162677100948970e+00 4.060867498772796e-03 -2.193628283906228e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((0.000000000000000e+00 0.000000000000000e+00 3.802678678373501e-02) (-1.643655326886152e-20 1.648720336583267e-19 3.112128557335074e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0006500              	((0.000000000000000e+00 -8.843575229214048e+01 0.000000000000000e+00) (-4.162806873171169e+00 4.061773161309830e-03 -2.175700054942424e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((0.000000000000000e+00 0.000000000000000e+00 3.802807945615180e-02) (-1.630221952939350e-20 1.584345067674258e-19 3.112223556571907e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0006500              	((0.000000000000000e+00 -8.843575229214048e+01 0.000000000000000e+00) (-4.162806873171169e+00 4.061773161309830e-03 -2.175700054942424e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((0.000000000000000e+00 0.000000000000000e+00 3.802807945615180e-02) (-1.630221952939350e-20 1.584345067674258e-19 3.112223556571907e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0007000              	((0.000000000000000e+00 -8.843854725078245e+01 0.000000000000000e+00) (-4.162936693941458e+00 4.062678898363756e-03 -1.599020750886083e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((0.000000000000000e+00 0.000000000000000e+00 3.802937212247651e-02) (-1.198124128083926e-20 1.489902607506519e-19 3.112318592157777e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0007000              	((0.000000000000000e+00 -8.843798951824678e+01 0.000000000000000e+00) (-4.162910557640656e+00 4.062497526714926e-03 1.320265689837671e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((0.000000000000000e+00 0.000000000000000e+00 3.802911506130854e-02) (9.892568170859145e-21 1.911358928042766e-19 3.112299458861982e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0007000              	((0.000000000000000e+00 -8.843296958380780e+01 0.000000000000000e+00) (-4.162677143940991e+00 4.060867964406439e-03 1.106402643374409e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((0.000000000000000e+00 0.000000000000000e+00 3.802680128326782e-02) (8.290121949125129e-21 1.812148479284952e-19 3.112128616638635e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0007000              	((0.000000000000000e+00 -8.843296958380780e+01 0.000000000000000e+00) (-4.162677143940991e+00 4.060867964406439e-03 1.106402643374409e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((0.000000000000000e+00 0.000000000000000e+00 3.802680128326782e-02) (8.290121949125129e-21 1.812148479284952e-19 3.112128616638635e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0007500              	((0.000000000000000e+00 -8.843018680227442e+01 0.000000000000000e+00) (-4.162547802935834e+00 4.059963363287087e-03 -1.866707395407463e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((0.000000000000000e+00 0.000000000000000e+00 3.802552306171015e-02) (-1.398698027696659e-20 1.653299919978016e-19 3.112033967378269e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0007500              	((0.000000000000000e+00 -8.843018680227442e+01 0.000000000000000e+00) (-4.162547802935834e+00 4.059963363287087e-03 -1.866707395407463e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((0.000000000000000e+00 0.000000000000000e+00 3.802552306171015e-02) (-1.398698027696659e-20 1.653299919978016e-19 3.112033967378269e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0008000              	((0.000000000000000e+00 -8.842740402991008e+01 0.000000000000000e+00) (-4.162418413317797e+00 4.059058687576582e-03 3.341274697504652e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((0.000000000000000e+00 0.000000000000000e+00 3.802424484625200e-02) (2.503570908268894e-20 1.912985336168401e-19 3.111939281720281e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0008000              	((0.000000000000000e+00 -8.842796072104845e+01 0.000000000000000e+00) (-4.162444512689736e+00 4.059239969837094e-03 -5.856743260079985e-18) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((0.000000000000000e+00 0.000000000000000e+00 3.802450065400433e-02) (-4.388376703683326e-21 1.787432347246417e-19 3.111958385015060e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0008000              	((0.000000000000000e+00 -8.843297128286343e+01 0.000000000000000e+00) (-4.162677594270535e+00 4.060868727980431e-03 -1.589431024146820e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((0.000000000000000e+00 0.000000000000000e+00 3.802680315127814e-02) (-1.190938678500690e-20 1.624552112407910e-19 3.112128957409656e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0008000              	((0.000000000000000e+00 -8.843297128286343e+01 0.000000000000000e+00) (-4.162677594270535e+00 4.060868727980431e-03 -1.589431024146820e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((0.000000000000000e+00 0.000000000000000e+00 3.802680315127814e-02) (-1.190938678500690e-20 1.624552112407910e-19 3.112128957409656e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0008500              	((0.000000000000000e+00 -8.843575583661470e+01 0.000000000000000e+00) (-4.162806997432736e+00 4.061773496966739e-03 3.661693769121440e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((0.000000000000000e+00 0.000000000000000e+00 3.802808328951594e-02) (2.743656486013633e-20 2.087729665031745e-19 3.112223656807463e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0008500              	((0.000000000000000e+00 -8.843575583661470e+01 0.000000000000000e+00) (-4.162806997432736e+00 4.061773496966739e-03 3.661693769121440e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((0.000000000000000e+00 0.000000000000000e+00 3.802808328951594e-02) (2.743656486013633e-20 2.087729665031745e-19 3.112223656807463e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0009000              	((0.000000000000000e+00 -8.843854038122564e+01 0.000000000000000e+00) (-4.162936449191299e+00 4.062678340521282e-03 1.361267662036827e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((0.000000000000000e+00 0.000000000000000e+00 3.802936342165813e-02) (1.019979027641099e-20 1.844231890223880e-19 3.112318392590519e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0009000              	((0.000000000000000e+00 -8.843798371836093e+01 0.000000000000000e+00) (-4.162910350730752e+00 4.062497060806082e-03 -2.791109329594161e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((0.000000000000000e+00 0.000000000000000e+00 3.802910762294066e-02) (-2.091339608978699e-20 1.649254590078870e-19 3.112299290001147e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0009000              	((0.000000000000000e+00 -8.843297341097851e+01 0.000000000000000e+00) (-4.162677277383182e+00 4.060868325599036e-03 5.268991282107272e-19) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((0.000000000000000e+00 0.000000000000000e+00 3.802680520697497e-02) (3.947982277439308e-22 1.771780783842379e-19 3.112128723978197e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0009000              	((0.000000000000000e+00 -8.843297341097851e+01 0.000000000000000e+00) (-4.162677277383182e+00 4.060868325599036e-03 5.268991282107272e-19) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((0.000000000000000e+00 0.000000000000000e+00 3.802680520697497e-02) (3.947982277439308e-22 1.771780783842379e-19 3.112128723978197e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0009500              	((0.000000000000000e+00 -8.843019091215464e+01 0.000000000000000e+00) (-4.162547945512980e+00 4.059963749947073e-03 -1.646405107464615e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((0.000000000000000e+00 0.000000000000000e+00 3.802552707576833e-02) (-1.233628570961871e-20 1.666247740409701e-19 3.112034081787653e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0009500              	((0.000000000000000e+00 -8.843019091215464e+01 0.000000000000000e+00) (-4.162547945512980e+00 4.059963749947073e-03 -1.646405107464615e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((0.000000000000000e+00 0.000000000000000e+00 3.802552707576833e-02) (-1.233628570961871e-20 1.666247740409701e-19 3.112034081787653e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0010000              	((0.000000000000000e+00 -8.842740842249165e+01 0.000000000000000e+00) (-4.162418565042482e+00 4.059059099721619e-03 -3.589377186756226e-18) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((0.000000000000000e+00 0.000000000000000e+00 3.802424895065007e-02) (-2.689470671261432e-21 1.761687239184312e-19 3.111939403208907e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0010000              	((0.000000000000000e+00 -8.842796421496745e+01 0.000000000000000e+00) (-4.162444633088749e+00 4.059204542795576e-03 3.114821852456529e-18) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((0.000000000000000e+00 0.000000000000000e+00 3.802450356059087e-02) (2.333892924180785e-21 1.625542329422899e-19 3.111958588163047e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0010000              	((0.000000000000000e+00 -8.843297969000245e+01 0.000000000000000e+00) (-4.162677874008031e+00 4.060511952937671e-03 1.343022923016148e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((0.000000000000000e+00 0.000000000000000e+00 3.802680542624493e-02) (1.006308497087228e-20 1.987282142021116e-19 3.112130246075183e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0010000              	((0.000000000000000e+00 -8.843297969000245e+01 0.000000000000000e+00) (-4.162677874008031e+00 4.060511952937671e-03 1.343022923016148e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((0.000000000000000e+00 0.000000000000000e+00 3.802680542624493e-02) (1.006308497087228e-20 1.987282142021116e-19 3.112130246075183e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0010500              	((0.000000000000000e+00 -8.843576854100577e+01 0.000000000000000e+00) (-4.162807414321360e+00 4.061059560200422e-03 6.963888862056389e-18) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((0.000000000000000e+00 0.000000000000000e+00 3.802808382539063e-02) (5.217945587198439e-21 1.714159595634104e-19 3.112226119722245e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0010500              	((-2.897598689232822e-03 -8.333191046402590e+01 -2.190561412736305e-20) (-4.012820862657715e+00 3.787986537545460e-03 -7.558116703822410e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((-1.265401430199201e-20 2.702158825254103e-23 3.745213604443260e-02) (-5.661543786493893e-20 -6.045520052841766e-20 2.998976539775340e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0010500              	((2.864650596717045e-02 -7.420246678579795e+01 -9.435045815888398e-19) (-3.600228061596567e+00 8.983772541853874e-04 1.111733952633442e-16) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((6.541505916124356e-21 -1.546609226595863e-22 3.317839987329518e-02) (8.319032365010309e-20 2.077870416893243e-20 2.689143224136216e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0010500              	((9.636800920808172e-03 -7.067027675240777e+01 3.123584070594704e-19) (-3.506217562858377e+00 1.173749484926620e-03 4.928320240777078e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((2.629053213895046e-22 -3.484093687662419e-23 3.331407105004766e-02) (3.694303866396755e-20 7.991806862610455e-20 2.617993208077195e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0010500              	((9.125377127233065e-03 -6.905425824987564e+01 -3.167555080136727e-19) (-3.472773775187952e+00 1.097755953251471e-03 1.213923247087764e-16) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((-3.597521992076635e-21 -1.471384918443255e-22 3.324579523202257e-02) (9.082770359678928e-20 1.579633658860092e-19 2.592724371388326e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0010500              	((8.995237360857913e-03 -6.872557678219356e+01 1.977775492704239e-19) (-3.465896071014877e+00 1.080833744284063e-03 2.925929722837434e-18) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((-7.775734561260474e-22 2.393597578667287e-23 3.322695433269900e-02) (2.258027518655150e-21 5.523558384881230e-20 2.587534242852126e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0010500              	((-1.528525911870105e-03 -6.312347760883702e+01 2.842941805914607e-19) (-3.339929894503662e+00 7.074040989073608e-04 5.000856128869560e-18) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((-6.727973365067601e-21 3.617093705350497e-23 3.281668674639041e-02) (3.655828433589328e-21 -2.680397566445807e-20 2.492628851187348e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0010500              	((-1.469521522071944e-03 -6.312763242624789e+01 -1.172457224054617e-19) (-3.340105044899381e+00 7.160797586851429e-04 -5.639824947139377e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((-8.704244586948383e-21 9.795179526889112e-23 3.281681496741463e-02) (-4.239867963005468e-20 -1.953979427621946e-19 2.492761154417172e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0010500              	((-3.034838250218552e-03 -6.297413139975353e+01 -1.858234672696636e-19) (-3.334624006193528e+00 7.175819209195238e-04 -1.022479120788151e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((2.059439974445527e-20 5.007427621437724e-23 3.280799668343657e-02) (-7.698036355416793e-21 -5.714860979599389e-20 2.488628885838813e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0010500              	((-3.921969767792956e-03 -6.287599026999862e+01 7.937130160326292e-19) (-3.331304988009745e+00 7.164937388483925e-04 -2.067932096733318e-16) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((-1.380894291063226e-20 4.158708663643534e-23 3.280158519832474e-02) (-1.546244010812333e-19 -1.390935217926328e-19 2.486128267671174e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0010500              	((-4.106475852737712e-03 -6.285151672094970e+01 1.389677278546215e-19) (-3.330534825305496e+00 7.156795739399008e-04 1.308046446914231e-16) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((-5.971333147893071e-21 -2.096171269988814e-23 3.279976698804364e-02) (9.773370523864257e-20 3.877405782926353e-20 2.485549037694411e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
